SHIPMENT_NUMBER,SHIPPER_ID,CARRIER_DISPLAY_ID,VEHICLE_SIZE,VEHICLE_BUILD_UP,FIRST_COLLECTION_POST_CODE,LAST_DELIVERY_POST_CODE,FIRST_COLLECTION_LATITUDE,FIRST_COLLECTION_LONGITUDE,LAST_DELIVERY_LATITUDE,LAST_DELIVERY_LONGITUDE,FIRST_COLLECTION_SCHEDULE_EARLIEST,FIRST_COLLECTION_SCHEDULE_LATEST,LAST_DELIVERY_SCHEDULE_EARLIEST,LAST_DELIVERY_SCHEDULE_LATEST,Distance_km,Step_Count,Ferry_Involved,predicted_delay,prediction_probability
SEZHUK-240117-282976,9e78d49e-043c-4f19-af07-a116101abe0b,CAUK000224,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,RM19 1ND,53.295391,-1.066283,51.480755,0.261461,2024-01-19T17:00:00.000Z,2024-01-19T17:56:00.000Z,2024-01-20T07:55:00.000Z,2024-01-20T09:17:00.000Z,254.52710000000002,32,False,False,0.3561953438921852
SEZHUK-240105-279541,39a4e234-5d35-4d94-8e8a-b8bf6fe13953,CAUK000155,Tractor Unit,Curtain-Side 13.6M Trailer,,ML1 4UY,52.334853,-1.18045,55.825996,-3.989714,2024-01-12T16:00:00.000Z,2024-01-12T17:00:00.000Z,2024-01-12T23:00:00.000Z,2024-01-12T23:59:00.000Z,515.1507,36,False,True,0.6195381819173255
SEZHUK-240109-280416,7369cda1-1d0c-42c5-be31-cf18efe77ddb,CAUK000199,3.5 T Van,LWB Van,LS10 1SL,WF17 5JE,53.771668,-1.514934,53.711994,-1.633176,2024-01-10T06:30:00.000Z,2024-01-10T07:00:00.000Z,2024-01-10T07:30:00.000Z,2024-01-10T08:00:00.000Z,14.0827,19,False,True,0.9919520997375328
SEZHUK-240112-281663,bad2a1c4-4cf3-4157-864f-ce161784831f,CAUK001011,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,SS14 3WF,53.462845,-2.896967,51.588475,0.466827,2024-01-15T12:00:00.000Z,2024-01-15T12:01:00.000Z,2024-01-16T07:55:00.000Z,2024-01-16T08:25:00.000Z,372.8514,48,False,False,0.25605924288234183
SEZHUK-240118-283554,e19e9bf3-fad9-4795-8489-1f89296f40dd,CAUK000222,Tractor Unit,Curtain-Side 13.6M Trailer,OL15 8QF,LE19 1WY,53.634051,-2.1142,52.601576,-1.18816,2024-01-19T10:00:00.000Z,2024-01-19T10:30:00.000Z,2024-01-19T16:30:00.000Z,2024-01-19T17:00:00.000Z,183.3688,44,False,False,0.28198872523958096
SEZHUK-240117-282839,3371b762-7c32-44f3-a14e-bfb0a6f3d50b,CAUK000760,Tractor Unit,Curtain-Side 13.6M Trailer,L33 3AN,CV23 8BQ,53.470807,-2.849187,52.356984,-1.173373,2024-01-18T07:00:00.000Z,2024-01-18T16:00:00.000Z,2024-01-19T15:32:00.000Z,2024-01-19T16:00:00.000Z,205.74079999999998,22,False,False,0.3751203291711651
SEZHUK-240115-282216,2aac1ee1-5cab-42c8-9d2f-ec995a63c14f,CAUK000190,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-16T13:47:00.000Z,2024-01-16T14:47:00.000Z,2024-01-16T20:15:00.000Z,2024-01-16T20:45:00.000Z,262.3895,56,False,True,0.6026341808982156
SEZHUK-240102-278241,433732b1-4db6-4969-985d-710c0033eeb4,CAUK001003,3.5T Van,Box,S35 2PW,M24 1RU,53.476537,-1.471065,53.532409,-2.174238,2024-01-10T02:15:00.000Z,2024-01-10T02:45:00.000Z,2024-01-10T04:30:00.000Z,2024-01-10T05:00:00.000Z,64.4555,35,False,False,0.13318376563693826
SEZHUK-240117-282973,9e78d49e-043c-4f19-af07-a116101abe0b,CAUK000866,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,NP16 6UD,53.295391,-1.066283,51.614678,-2.674519,2024-01-18T21:00:00.000Z,2024-01-18T21:51:00.000Z,2024-01-19T05:55:00.000Z,2024-01-19T07:07:00.000Z,278.75140000000005,44,False,False,0.35887318802284485
SEZHUK-240105-279676,98d76108-ba01-441a-8425-641afdb920fb,CAUK000766,Tractor Unit,Box,BD12 7ER,EN3 7XA,53.753128,-1.722985,51.654826,-0.026769,2024-01-11T14:00:00.000Z,2024-01-11T15:00:00.000Z,2024-01-11T19:00:00.000Z,2024-01-11T19:30:00.000Z,317.7851,30,False,True,0.598808095744353
SEZHUK-240112-281723,98d76108-ba01-441a-8425-641afdb920fb,CAUK000766,Tractor Unit,Box,BD12 7ER,EN3 7XA,53.753128,-1.722985,51.654826,-0.026769,2024-01-16T14:00:00.000Z,2024-01-16T15:00:00.000Z,2024-01-16T19:00:00.000Z,2024-01-16T19:30:00.000Z,317.7851,30,False,True,0.598808095744353
SEZHUK-240112-281770,2aac1ee1-5cab-42c8-9d2f-ec995a63c14f,CAUK001048,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-15T08:00:00.000Z,2024-01-15T09:00:00.000Z,2024-01-15T14:30:00.000Z,2024-01-15T15:00:00.000Z,262.3895,56,False,True,0.6026341808982156
SEZHUK-240102-278211,433732b1-4db6-4969-985d-710c0033eeb4,CAUK001003,3.5T Van,Box,S35 2PW,M24 1RU,53.476537,-1.471065,53.532409,-2.174238,2024-01-12T02:15:00.000Z,2024-01-12T02:45:00.000Z,2024-01-12T04:30:00.000Z,2024-01-12T05:00:00.000Z,64.4555,35,False,False,0.13318376563693826
SEZHUK-240117-282672,40415fe3-e446-4d1e-b141-3698b0dc47f3,CAUK000096,Tractor Unit,Curtain-Side 13.6M Trailer,SS17 9DY,IG11 0DS,51.510091,0.459598,51.515717,0.100453,2024-01-18T09:00:00.000Z,2024-01-18T09:30:00.000Z,2024-01-18T13:30:00.000Z,2024-01-18T14:00:00.000Z,30.502599999999997,17,False,True,0.664358980315886
SEZHUK-240111-281510,e19e9bf3-fad9-4795-8489-1f89296f40dd,CAUK000222,Tractor Unit,Curtain-Side 13.6M Trailer,OL15 8QF,LE19 1WY,53.634051,-2.1142,52.601576,-1.18816,2024-01-12T10:00:00.000Z,2024-01-12T10:30:00.000Z,2024-01-12T16:30:00.000Z,2024-01-12T17:00:00.000Z,183.3688,44,False,False,0.28198872523958096
SEZHUK-240117-282840,3371b762-7c32-44f3-a14e-bfb0a6f3d50b,CAUK000863,Tractor Unit,Curtain-Side 13.6M Trailer,L33 3AN,CV23 8BQ,53.470807,-2.849187,52.356984,-1.173373,2024-01-18T07:00:00.000Z,2024-01-18T16:00:00.000Z,2024-01-19T14:32:00.000Z,2024-01-19T15:00:00.000Z,205.74079999999998,22,False,False,0.3394330199114868
SEZHUK-240112-281653,9e78d49e-043c-4f19-af07-a116101abe0b,CAUK000190,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,B46 1AL,53.295391,-1.066283,52.52604,-1.702139,2024-01-14T15:00:00.000Z,2024-01-14T15:55:00.000Z,2024-01-15T10:55:00.000Z,2024-01-15T12:15:00.000Z,121.6459,41,False,False,0.35538933265349504
SEZHUK-231228-277204,66a23663-0195-46f2-a5e4-da256bcba47b,CAUK001009,3.5T Van,LWB Van,DE74 2TR,EN1 1TX,52.829374,-1.332134,51.650981,-0.054718,2024-01-11T04:45:00.000Z,2024-01-11T05:45:00.000Z,2024-01-11T08:15:00.000Z,2024-01-11T09:15:00.000Z,182.76520000000002,34,False,False,0.19964232771042975
SEZHUK-240115-282319,e19e9bf3-fad9-4795-8489-1f89296f40dd,CAUK000155,Tractor Unit,Curtain-Side 13.6M Trailer,OL15 8QF,LE19 1WY,53.634051,-2.1142,52.601576,-1.18816,2024-01-16T11:00:00.000Z,2024-01-16T12:00:00.000Z,2024-01-16T16:30:00.000Z,2024-01-16T17:00:00.000Z,183.3688,44,False,False,0.26043019761161973
SEZHUK-240113-281899,ee7cbc7b-4f14-44ac-9c6e-086d70a27141,CAUK000872,Tractor Unit,Box,DN3 3FF,DUBLIN,53.537912,-1.03357,53.407411,-6.238118,2024-01-14T20:00:00.000Z,2024-01-14T23:00:00.000Z,2024-01-16T14:00:00.000Z,2024-01-16T15:00:00.000Z,418.6805,79,True,False,0.3231041475188512
SEZHUK-240113-281893,ee7cbc7b-4f14-44ac-9c6e-086d70a27141,CAUK000872,Tractor Unit,Box,DN3 3FF,DUBLIN,53.537912,-1.03357,53.407411,-6.238118,2024-01-13T20:00:00.000Z,2024-01-13T23:00:00.000Z,2024-01-15T12:00:00.000Z,2024-01-15T13:00:00.000Z,418.6805,79,True,False,0.3231041475188512
SEZHUK-240119-283654,ee7cbc7b-4f14-44ac-9c6e-086d70a27141,CAUK000872,Tractor Unit,Box,DN3 3FF,DUBLIN,53.537912,-1.03357,53.407411,-6.238118,2024-01-20T18:00:00.000Z,2024-01-20T23:00:00.000Z,2024-01-22T13:00:00.000Z,2024-01-22T14:00:00.000Z,418.6805,79,True,False,0.3231041475188512
SEZHUK-240113-281906,ee7cbc7b-4f14-44ac-9c6e-086d70a27141,CAUK000872,Tractor Unit,Box,DN3 3FF,BT36 4PX,53.537912,-1.03357,54.671797,-6.000939,2024-01-15T20:00:00.000Z,2024-01-15T23:00:00.000Z,2024-01-16T13:00:00.000Z,2024-01-16T14:00:00.000Z,586.7306,94,True,False,0.25415529915684604
SEZHUK-240112-281829,8de1d5d0-093b-4032-91cc-a546fd254870,CAUK000872,Tractor Unit,Curtain-Side 13.6M Trailer,BT67 0QS,CV2 2TA,54.464228,-6.269618,52.430911,-1.429058,2024-01-12T17:00:00.000Z,2024-01-12T18:00:00.000Z,2024-01-15T18:00:00.000Z,2024-01-15T19:00:00.000Z,548.6331,113,True,False,0.2932977470487521
SEZHUK-240113-281909,ee7cbc7b-4f14-44ac-9c6e-086d70a27141,CAUK000872,Tractor Unit,Box,DN3 3FF,BT36 4PX,53.537912,-1.03357,54.671797,-6.000939,2024-01-17T20:00:00.000Z,2024-01-17T23:00:00.000Z,2024-01-18T12:00:00.000Z,2024-01-18T13:00:00.000Z,586.7306,94,True,False,0.25415529915684604
SEZHUK-240110-280804,5df33b62-7c94-4442-a2fc-df27b1c4e45c,CAUK000880,Tractor Unit,Mega / High Cube Trailer,EH54 8AS,BT36 4PX,55.9017,-3.580864,54.671797,-6.000939,2024-01-11T17:00:00.000Z,2024-01-11T17:30:00.000Z,2024-01-12T02:30:00.000Z,2024-01-12T03:00:00.000Z,801.4440999999999,108,True,False,0.28298677383540133
SEZHUK-240111-281135,a0475c89-e197-4c06-b7e2-e2db01860383,CAUK000790,Tractor Unit,Curtain-Side 13.6M Trailer,NN11 8NF,BT36 4PX,52.273908,-1.184387,54.671797,-6.000939,2024-01-16T18:00:00.000Z,2024-01-16T18:30:00.000Z,2024-01-17T12:30:00.000Z,2024-01-17T13:00:00.000Z,611.9036,119,True,False,0.48669276521560034
SEZHUK-240110-280803,5df33b62-7c94-4442-a2fc-df27b1c4e45c,CAUK000880,Tractor Unit,Temperature-Controlled,ST4 2TP,BT36 4PX,53.00993,-2.186063,54.671797,-6.000939,2024-01-11T01:00:00.000Z,2024-01-11T01:30:00.000Z,2024-01-12T18:30:00.000Z,2024-01-12T19:00:00.000Z,487.8679,96,True,False,0.40483107141118807
SEZHUK-240112-281876,5df33b62-7c94-4442-a2fc-df27b1c4e45c,CAUK000880,Tractor Unit,Temperature-Controlled,DN15 9YA,BT36 4PX,53.620347,-0.665131,54.671797,-6.000939,2024-01-13T06:00:00.000Z,2024-01-13T06:30:00.000Z,2024-01-13T18:30:00.000Z,2024-01-13T19:00:00.000Z,632.6665,90,True,False,0.3007599635338286
SEZHUK-240110-281034,5df33b62-7c94-4442-a2fc-df27b1c4e45c,CAUK000880,Tractor Unit,Mega / High Cube Trailer,DN15 9YA,BT36 4PX,53.620347,-0.665131,54.671797,-6.000939,2024-01-11T06:00:00.000Z,2024-01-11T06:30:00.000Z,2024-01-11T18:30:00.000Z,2024-01-11T19:00:00.000Z,632.6665,90,True,False,0.2698599635338286
SEZHUK-240114-282014,5df33b62-7c94-4442-a2fc-df27b1c4e45c,CAUK000880,Tractor Unit,Mega / High Cube Trailer,DN15 9YA,BT36 4PX,53.620347,-0.665131,54.671797,-6.000939,2024-01-15T06:00:00.000Z,2024-01-15T06:30:00.000Z,2024-01-15T18:30:00.000Z,2024-01-15T19:00:00.000Z,632.6665,90,True,False,0.2698599635338286
SEZHUK-240115-282186,369b3981-6399-439f-a654-7e90a2493c35,CAUK000224,Tractor Unit,Curtain-Side 13.6M Trailer,DN3 3FG,NN4 7EX,53.537133,-1.037405,52.220692,-0.857877,2024-01-16T06:00:00.000Z,2024-01-16T19:00:00.000Z,2024-01-17T10:32:00.000Z,2024-01-17T11:00:00.000Z,186.03979999999999,24,False,False,0.37694604415809274
SEZHUK-240117-282975,9e78d49e-043c-4f19-af07-a116101abe0b,CAUK000224,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,RM19 1ND,53.295391,-1.066283,51.480755,0.261461,2024-01-19T16:00:00.000Z,2024-01-19T16:56:00.000Z,2024-01-20T07:55:00.000Z,2024-01-20T09:17:00.000Z,254.52710000000002,32,False,False,0.3561953438921852
SEZHUK-240111-281467,433732b1-4db6-4969-985d-710c0033eeb4,CAUK000901,3.5T Van,Box,S35 2PW,CA6 4RD,53.476537,-1.471065,54.930208,-2.981251,2024-01-20T23:30:00.000Z,2024-01-20T23:59:24.000Z,2024-01-21T03:30:00.000Z,2024-01-21T04:00:00.000Z,249.7696,36,False,False,0.16993892264551946
SEZHUK-240112-281597,3371b762-7c32-44f3-a14e-bfb0a6f3d50b,CAUK000926,Tractor Unit,Curtain-Side 13.6M Trailer,WA7 4HP,N11 3PW,53.324964,-2.758291,51.611037,-0.143121,2024-01-15T07:30:00.000Z,2024-01-15T14:00:00.000Z,2024-01-16T12:32:00.000Z,2024-01-16T13:00:00.000Z,311.9753,29,False,False,0.41861604173440625
SEZHUK-240107-279929,eb7a9df0-4875-43d8-9060-c79c35eae2fb,CAUK000766,Tractor Unit,Box 44ft,BD5 8LZ,HP2 7PZ,53.764125,-1.740145,51.771841,-0.439918,2024-01-11T01:20:00.000Z,2024-01-11T03:00:00.000Z,2024-01-11T07:51:00.000Z,2024-01-11T10:46:00.000Z,285.8975,32,False,False,0.29378350188159374
SEZHUK-240116-282437,5456fcfa-5b0c-428e-b322-240d508b6660,CAUK000991,Tractor Unit,Curtain-Side 13.6M Trailer,PE29 2XR,EH48 2FB,52.315672,-0.157664,55.877803,-3.648558,2024-01-17T15:00:00.000Z,2024-01-17T16:01:00.000Z,2024-01-18T05:55:00.000Z,2024-01-18T06:25:00.000Z,533.332,62,False,False,0.2701491656951296
SEZHUK-240111-281111,3371b762-7c32-44f3-a14e-bfb0a6f3d50b,CAUK000235,Tractor Unit,Curtain-Side 13.6M Trailer,L33 3AN,RG2 0PN,53.470807,-2.849187,51.419654,-0.973301,2024-01-12T07:00:00.000Z,2024-01-12T14:00:00.000Z,2024-01-15T07:32:00.000Z,2024-01-15T08:00:00.000Z,330.43690000000004,31,False,False,0.40745317036931816
SEZHUK-240116-282625,c7051f08-8889-4b8c-85b7-09833a679b7e,CAUK000155,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,ME11 5AR,53.462845,-2.896967,51.407822,0.761145,2024-01-18T12:00:00.000Z,2024-01-18T12:01:00.000Z,2024-01-19T09:55:00.000Z,2024-01-19T10:25:00.000Z,425.6318,47,False,False,0.4570146401147119
SEZHUK-240111-281269,2aac1ee1-5cab-42c8-9d2f-ec995a63c14f,CAUK000192,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-12T17:00:00.000Z,2024-01-12T18:00:00.000Z,2024-01-12T23:00:00.000Z,2024-01-12T23:30:00.000Z,262.3895,56,False,True,0.5692122422668272
SEZHUK-240110-280988,3244246f-e37c-4ba4-b9b3-61416a4449ae,CAUK000235,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,SG15 6SG,53.293393,-1.074008,52.000591,-0.26667,2024-01-11T22:00:00.000Z,2024-01-11T22:59:00.000Z,2024-01-12T08:55:00.000Z,2024-01-12T09:25:00.000Z,181.906,36,False,False,0.41871214517507194
SEZHUK-240111-281517,9e78d49e-043c-4f19-af07-a116101abe0b,CAUK000190,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,WD24 4UA,53.295391,-1.066283,51.667573,-0.392528,2024-01-15T15:00:00.000Z,2024-01-15T15:56:00.000Z,2024-01-16T11:01:00.000Z,2024-01-16T12:23:00.000Z,222.7896,51,False,False,0.35361177138784067
SEZHUK-231228-277175,9ee7906d-9c8f-4405-97f8-c7532926fd0f,CAUK001024,3.5T Van,LWB Van,CO4 9QJ,CM22 7FD,51.920887,0.927015,51.869555,0.216885,2024-01-12T18:15:00.000Z,2024-01-12T19:15:00.000Z,2024-01-12T20:15:00.000Z,2024-01-12T21:15:00.000Z,58.3329,32,False,False,0.09138718290735748
SEZHUK-240111-281470,433732b1-4db6-4969-985d-710c0033eeb4,CAUK000901,3.5T Van,Box,S35 2PW,RM9 6FF,53.476537,-1.471065,51.528556,0.143058,2024-01-18T00:45:00.000Z,2024-01-18T01:15:00.000Z,2024-01-18T05:30:00.000Z,2024-01-18T06:00:00.000Z,292.008,48,False,False,0.19757219193213524
SEZHUK-240118-283522,2aac1ee1-5cab-42c8-9d2f-ec995a63c14f,CAUK000866,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-19T10:00:00.000Z,2024-01-19T11:00:00.000Z,2024-01-19T16:30:00.000Z,2024-01-19T17:00:00.000Z,262.3895,56,False,True,0.6026341808982156
SEZHUK-240116-282436,369b3981-6399-439f-a654-7e90a2493c35,CAUK000689,Tractor Unit,Curtain-Side 13.6M Trailer,DN3 3FG,TQ12 6GN,53.537133,-1.037405,50.55996,-3.669927,2024-01-18T06:00:00.000Z,2024-01-18T18:00:00.000Z,2024-01-19T07:02:00.000Z,2024-01-19T07:30:00.000Z,437.67,29,False,False,0.17605669781610536
SEZHUK-240103-278889,66a23663-0195-46f2-a5e4-da256bcba47b,CAUK001009,3.5T Van,LWB Van,BS32 0BF,DE74 2TR,51.54695,-2.551256,52.829374,-1.332134,2024-01-15T15:15:00.000Z,2024-01-15T16:15:00.000Z,2024-01-15T19:30:00.000Z,2024-01-15T20:30:00.000Z,196.0721,36,False,False,0.002937743190661479
SEZHUK-240117-282987,2aac1ee1-5cab-42c8-9d2f-ec995a63c14f,CAUK000019,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-18T10:00:00.000Z,2024-01-18T11:00:00.000Z,2024-01-18T18:30:00.000Z,2024-01-18T19:00:00.000Z,262.3895,56,False,True,0.6026341808982156
SEZHUK-240110-280651,518e364c-41d3-4cd1-8cd6-0401d20abb27,CAUK001069,Tractor Unit,Temperature-Controlled,DN15,EN9 3BZ,53.618497,-0.665484,51.678414,-0.006624,2024-01-15T20:30:00.000Z,2024-01-15T21:30:00.000Z,2024-01-16T02:30:00.000Z,2024-01-16T03:30:00.000Z,275.2277,57,False,False,0.4320618685817819
SEZHUK-240109-280379,8a5129c4-5613-47eb-b3be-383de5c55346,CAUK000888,Tractor Unit,Curtain-Side 13.6M Trailer,WN8 9QH,IM4 2AZ,53.528771,-2.765971,54.149865,-4.531765,2024-01-10T22:00:00.000Z,2024-01-10T22:30:00.000Z,2024-01-11T09:30:00.000Z,2024-01-11T10:00:00.000Z,197.0806,49,True,False,0.4607056204287931
SEZHUK-240111-281196,7369cda1-1d0c-42c5-be31-cf18efe77ddb,CAUK000230,7.5T Rigid,Curtain Side,LS10 1SL,NG33 5AY,53.771668,-1.514934,52.830651,-0.606934,2024-01-11T21:00:00.000Z,2024-01-11T21:30:00.000Z,2024-01-12T06:00:00.000Z,2024-01-12T06:30:00.000Z,141.6594,29,False,True,0.7022732892132119
SEZHUK-240117-282949,20dad921-61e2-4367-8d8c-c264f5b3e9d9,CAUK000064,Tractor Unit,Curtain-Side 13.6M Trailer,BS20 7XL,CH6 5PU,51.489669,-2.720403,53.236513,-3.104777,2024-01-19T08:00:00.000Z,2024-01-19T08:30:00.000Z,2024-01-22T12:00:00.000Z,2024-01-22T12:30:00.000Z,296.77029999999996,26,False,True,0.534292102328132
SEZHUK-240118-283343,3371b762-7c32-44f3-a14e-bfb0a6f3d50b,CAUK000030,Tractor Unit,Curtain-Side 13.6M Trailer,DN8 5TE,PO3 5JT,53.566639,-0.919839,50.833409,-1.059121,2024-01-19T06:00:00.000Z,2024-01-19T16:00:00.000Z,2024-01-22T08:00:00.000Z,2024-01-22T15:59:00.000Z,382.47909999999996,61,False,False,0.19996869264925013
SEZHUK-240110-280645,518e364c-41d3-4cd1-8cd6-0401d20abb27,CAUK001069,Tractor Unit,Temperature-Controlled,PE10 0AT,EN9 3BZ,52.768719,-0.35975,51.678414,-0.006624,2024-01-20T08:30:00.000Z,2024-01-20T09:30:00.000Z,2024-01-20T12:00:00.000Z,2024-01-20T13:00:00.000Z,160.58589999999998,40,False,False,0.43732835419412786
SEZHUK-240111-281205,9e78d49e-043c-4f19-af07-a116101abe0b,CAUK000836,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,AL10 9TR,53.295391,-1.066283,51.772167,-0.250353,2024-01-12T15:00:00.000Z,2024-01-12T15:56:00.000Z,2024-01-14T06:40:00.000Z,2024-01-14T08:02:00.000Z,204.3736,39,False,False,0.3430463644126654
SEZHUK-240108-280274,3244246f-e37c-4ba4-b9b3-61416a4449ae,CAUK000116,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,SP4 7SQ,53.293393,-1.074008,51.177012,-1.757833,2024-01-10T11:00:00.000Z,2024-01-10T11:59:00.000Z,2024-01-11T05:55:00.000Z,2024-01-11T06:25:00.000Z,305.9165,77,False,False,0.38424205691452523
SEZHUK-231228-277269,2911fc97-a19a-4c51-8f4d-43f93062d937,CAUK000876,Tractor Unit,Curtain-Side 13.6M Trailer,B46 1TT,BT26 6JJ,52.524545,-1.712207,54.474078,-6.104285,2024-01-18T14:00:00.000Z,2024-01-18T14:30:00.000Z,2024-01-19T07:30:00.000Z,2024-01-19T08:00:00.000Z,528.9875,94,True,True,0.6340267385007246
SEZHUK-240111-281144,9e78d49e-043c-4f19-af07-a116101abe0b,CAUK000863,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,DA18 4AG,53.295391,-1.066283,51.497278,0.14217,2024-01-12T16:00:00.000Z,2024-01-12T16:55:00.000Z,2024-01-13T08:55:00.000Z,2024-01-13T10:15:00.000Z,269.4085,52,False,False,0.3254588627114925
SEZHUK-240119-283859,eb7a9df0-4875-43d8-9060-c79c35eae2fb,CAUK000814,Tractor Unit,Box 44ft,BD5 8LZ,BS35 3UT,53.764125,-1.740145,51.602415,-2.522567,2024-01-20T15:20:00.000Z,2024-01-20T17:00:00.000Z,2024-01-21T06:00:00.000Z,2024-01-21T10:52:00.000Z,316.5013,26,False,False,0.47746064317059816
SEZHUK-240118-283520,2aac1ee1-5cab-42c8-9d2f-ec995a63c14f,CAUK000190,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-19T12:00:00.000Z,2024-01-19T13:00:00.000Z,2024-01-19T18:30:00.000Z,2024-01-19T19:00:00.000Z,262.3895,56,False,True,0.6026341808982156
SEZHUK-240102-278257,433732b1-4db6-4969-985d-710c0033eeb4,CAUK000901,3.5T Van,Box,S35 2PW,DA1 1JQ,53.476537,-1.471065,51.433342,0.221489,2024-01-10T23:45:00.000Z,2024-01-10T23:59:24.000Z,2024-01-11T04:00:00.000Z,2024-01-11T04:30:00.000Z,301.386,49,False,False,0.1954873389728637
SEZHUK-240111-281325,433732b1-4db6-4969-985d-710c0033eeb4,CAUK000901,3.5T Van,Box,BD5 8LZ,G67 2XN,53.766832,-1.740516,55.936823,-3.983473,2024-01-18T18:00:00.000Z,2024-01-18T18:30:00.000Z,2024-01-18T23:00:00.000Z,2024-01-18T23:30:00.000Z,329.7063,71,False,False,0.2802211739476966
SEZHUK-240108-280111,3371b762-7c32-44f3-a14e-bfb0a6f3d50b,CAUK000037,Tractor Unit,Curtain-Side 13.6M Trailer,CA10 2EY,DN8 5TE,54.622276,-2.710485,53.566639,-0.919839,2024-01-10T06:00:00.000Z,2024-01-10T16:00:00.000Z,2024-01-11T06:00:00.000Z,2024-01-12T16:00:00.000Z,206.85829999999999,29,False,False,0.46861994538924634
SEZHUK-240112-281762,2aac1ee1-5cab-42c8-9d2f-ec995a63c14f,CAUK001047,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-14T14:00:00.000Z,2024-01-14T15:00:00.000Z,2024-01-14T20:30:00.000Z,2024-01-14T21:00:00.000Z,262.3895,56,False,True,0.8135769741597769
SEZHUK-240107-279940,eb7a9df0-4875-43d8-9060-c79c35eae2fb,CAUK000390,Tractor Unit,Box 44ft,BD5 8LZ,HP2 7PZ,53.764125,-1.740145,51.771841,-0.439918,2024-01-11T18:20:00.000Z,2024-01-11T20:00:00.000Z,2024-01-12T05:00:00.000Z,2024-01-12T08:41:00.000Z,285.8975,32,False,False,0.2961502018382215
SEZHUK-240112-281788,2aac1ee1-5cab-42c8-9d2f-ec995a63c14f,CAUK000954,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-15T14:00:00.000Z,2024-01-15T15:00:00.000Z,2024-01-15T20:30:00.000Z,2024-01-15T21:00:00.000Z,262.3895,56,False,False,0.2449938277125678
SEZHUK-240112-281757,2aac1ee1-5cab-42c8-9d2f-ec995a63c14f,CAUK001047,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-13T15:00:00.000Z,2024-01-13T16:00:00.000Z,2024-01-13T21:30:00.000Z,2024-01-13T22:00:00.000Z,262.3895,56,False,True,0.8135769741597769
SEZHUK-240107-279935,eb7a9df0-4875-43d8-9060-c79c35eae2fb,CAUK000814,Tractor Unit,Box 44ft,BD5 8LZ,RG19 4BQ,53.764125,-1.740145,51.398851,-1.231993,2024-01-11T17:20:00.000Z,2024-01-11T19:00:00.000Z,2024-01-12T06:00:00.000Z,2024-01-12T08:56:00.000Z,331.19440000000003,62,False,False,0.2142264088062086
SEZHUK-240111-281376,9e78d49e-043c-4f19-af07-a116101abe0b,CAUK000224,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,LU7 4QB,53.295391,-1.066283,51.914,-0.638192,2024-01-15T16:30:00.000Z,2024-01-15T17:26:00.000Z,2024-01-16T07:55:00.000Z,2024-01-16T09:17:00.000Z,201.43679999999998,66,False,False,0.35277766532313665
SEZHUK-240111-281277,2aac1ee1-5cab-42c8-9d2f-ec995a63c14f,CAUK000609,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-12T09:02:00.000Z,2024-01-12T10:02:00.000Z,2024-01-12T15:30:00.000Z,2024-01-12T16:00:00.000Z,262.3895,56,False,True,0.6026341808982156
